"","name","address","vacancy","postcode","lga"
"3907","Mimosa Kids","DAVIDSON NSW 2085","No Vacancy","2085","Northern Beaches"
"3908","Lady Game Community Kindergarten","LINDFIELD NSW 2070",NA,"2070","Ku-ring-gai"
"3909","West Lindfield Getaway","LINDFIELD NSW 2070","No Vacancy","2070","Ku-ring-gai"
"3910","Good Hands","SOUTH TURRAMURRA NSW 2074","Vacancy","2074","Ku-ring-gai"
"3911","Water St Kids","WAHROONGA NSW 2076","No Vacancy","2076","Ku-ring-gai"
"3912","Only About Children Wahroonga Eastern Road","WAHROONGA NSW 2076","No Vacancy","2076","Ku-ring-gai"
"3913","Lindfield Montessori Preschool","LINDFIELD NSW 2070","No Vacancy","2070","Ku-ring-gai"
"3914","Lindfield East Before and After School Care","LINDFIELD NSW 2070","No Vacancy","2070","Ku-ring-gai"
"3915","East Lindfield Community Preschool","LINDFIELD NSW 2070",NA,"2070","Ku-ring-gai"
"3916","St Martin's Kids Club","DAVIDSON NSW 2085","No Vacancy","2085","Northern Beaches"
"3917","St Martin's Davidson Vacation Care","DAVIDSON NSW 2085","No Vacancy","2085","Northern Beaches"
"3918","Little Steps Early Learning Centre","EAST LINDFIELD NSW 2070","Vacancy","2070","Ku-ring-gai"
"3919","KU - Wahroonga Preschool","WAHROONGA NSW 2076",NA,"2076","Ku-ring-gai"
"3920","Uniting Wahroonga Prep Outside School Hours Care","WAHROONGA NSW 2076","Vacancy","2076","Ku-ring-gai"
"3921","KU Bradfield Park Children's Centre","LINDFIELD NSW 2070","Vacancy","2070","Ku-ring-gai"
"3922","KU - Fox Valley Preschool","WAHROONGA NSW 2076",NA,"2076","Ku-ring-gai"
"3923","Thomas Carlyle Children's Centre","LINDFIELD NSW 2070","Vacancy","2070","Ku-ring-gai"
"3924","Abbotsleigh Early Learning Centre","WAHROONGA NSW 2076","No Vacancy","2076","Ku-ring-gai"
"3925","Kids Club OSHC at Abbotsleigh","WAHROONGA NSW 2076","No Vacancy","2076","Ku-ring-gai"
"3926","Little Lions Macquarie","MACQUARIE PARK NSW 2113","No Vacancy","2113","Ryde"
"3927","Lindfield Activity Centre","LINDFIELD NSW 2070","Vacancy","2070","Ku-ring-gai"
"3928","Wahroonga Long Day Care Centre","WAHROONGA NSW 2076","Vacancy","2076","Ku-ring-gai"
"3929","Goodstart Early Learning North Ryde","NORTH RYDE NSW 2113","Vacancy","2113","Ryde"
"3930","Guardian Childcare & Education Macquarie Park","NORTH RYDE NSW 2113","Vacancy","2113","Ryde"
"3931","Little Amigos Childcare Lindfield","LINDFIELD NSW 2070","No Vacancy","2070","Ku-ring-gai"
"3932","Peter Rabbit Community Preschool","WAHROONGA NSW 2076",NA,"2076","Ku-ring-gai"
"3933","North Ryde Early Learning Centre","NORTH RYDE NSW 2113","Vacancy","2113","Ryde"
"3934","Kids Klub Wahroonga","WAHROONGA NSW 2076","No Vacancy","2076","Ku-ring-gai"
"3935","Arkie Wahroonga","WAHROONGA NSW 2076","No Vacancy","2076","Ku-ring-gai"
"3936","Guardian Childcare & Education Roseville","ROSEVILLE NSW 2069","No Vacancy","2069","Ku-ring-gai"
"3937","Mimosa Kids Preschool & Early Learning Centre","FRENCHS FOREST NSW 2086","No Vacancy","2086","Northern Beaches"
"3938","Mimosa Out of School Hours","FRENCHS FOREST NSW 2086","No Vacancy","2086","Northern Beaches"
"3939","Guardian Childcare & Education Wahroonga","WAHROONGA NSW 2076","Vacancy","2076","Ku-ring-gai"
"3940","Greenwood North Ryde","MACQUARIE PARK NSW 2113","Vacancy","2113","Ryde"
"3941","Macquarie Long Day & Early Learning Centre","RYDE NSW 2113","No Vacancy","2113","Ryde"
"3942","St Stephens Belrose Kindergarten","BELROSE NSW 2085","No Vacancy","2085","Northern Beaches"
"3943","Banksia Cottage","NORTH RYDE NSW 2113","No Vacancy","2113","Ryde"
"3944","Gumnut Cottage","NORTH RYDE NSW 2113","No Vacancy","2113","Ryde"
"3945","Next Generation Childcare","WAHROONGA NSW 2076","Vacancy","2076","Ku-ring-gai"
"3946","Let's Play Daycare","BELROSE NSW 2085","No Vacancy","2085","Northern Beaches"
"3947","Only About Children Macquarie Park Station","MACQUARIE PARK NSW 2113","No Vacancy","2113","Ryde"
"3948","Inspire Roseville","ROSEVILLE NSW 2069","No Vacancy","2069","Ku-ring-gai"
"3949","Roseville Preschool Kindergarten","ROSEVILLE NSW 2069","No Vacancy","2069","Ku-ring-gai"
"3950","Mia Mia Child and Family Study Centre","NORTH RYDE NSW 2113","No Vacancy","2113","Ryde"
"3951","Waitara Before & After School Care Inc","WAHROONGA NSW 2076","Vacancy","2076","Ku-ring-gai"
"3952","Waitara Childrens Services Outside School Hours Care","WAITARA NSW 2077","No Vacancy","2077","Hornsby"
"3953","Balamara Preschool","WAITARA NSW 2077","No Vacancy","2077","Hornsby"
"3954","Waratah Cottage","MACQUARIE PARK NSW 2113","No Vacancy","2113","Ryde"
"3955","Lindfield Learning Village TheirCare","LINDFIELD NSW 2070","No Vacancy","2070","Ku-ring-gai"
"3956","Normanhurst Out of School Hours Care Inc","NORMANHURST NSW 2076","Vacancy","2076","Ku-ring-gai"
"3957","Diocese of Broken Bay Early Learning and Care Centre - Waitara","WAITARA NSW 2077","Vacancy","2077","Hornsby"
"3958","Family Day Care Sydney North & North West","WAITARA NSW 2077","Vacancy","2077","Hornsby"
"3959","Normanhurst Child Care Centre","NORMANHURST NSW 2076","No Vacancy","2076","Ku-ring-gai"
"3960","Explore & Develop Waitara","WAITARA NSW 2077","Vacancy","2077","Hornsby"
"3961","Nought to Five Early Childhood Centre Incorporated","MACQUARIE PARK NSW 2113","Vacancy","2113","Ryde"
"3962","Epping North OSHCP","NORTH EPPING NSW 2121","Vacancy","2121","Parramatta"
"3963","A Bright Beginning Australia {ABBA} Early Learning Centre","ROSEVILLE NSW 2069","No Vacancy","2069","Ku-ring-gai"
"3964","Macquarie Park Montessori Academy","MACQUARIE PARK NSW 2113","Vacancy","2113","Ryde"
"3965","Belrose Early Learning Centre","BELROSE NSW 2085","Vacancy","2085","Northern Beaches"
"3966","Explore & Develop Macquarie Park","MACQUARIE PARK NSW 2113","No Vacancy","2113","Ryde"
"3967","Roseville College CommunityOSH","ROSEVILLE NSW 2069","No Vacancy","2069","Ku-ring-gai"
"3968","Only About Children Waitara","HORNSBY NSW 2077","No Vacancy","2077","Hornsby"
"3969","Barker College OSHClub","WAITARA NSW 2077","No Vacancy","2077","Hornsby"
"3970","Only About Children Wahroonga","HORNSBY NSW 2077","No Vacancy","2077","Hornsby"
"3971","Rise Early Learning Epping Road","NORTH RYDE NSW 2113","Vacancy","2113","Ryde"
"3972","Thrive Early Learning Centre North Ryde","NORTH RYDE NSW 2113","No Vacancy","2113","Ryde"
"3973","Only About Children Hornsby","HORNSBY NSW 2077","No Vacancy","2077","Hornsby"
"3974","KU - The Chase Preschool","ROSEVILLE CHASE NSW 2069",NA,"2069","Ku-ring-gai"
"3975","Koter Early Learning","HORNSBY NSW 2077","No Vacancy","2077","Hornsby"
"3976","North Epping Kindergarten","EPPING NSW 2121",NA,"2121","Parramatta"
"3977","Twinkle Tots Cottage","WAITARA NSW 2077","No Vacancy","2077","Hornsby"
"3978","Guardian Childcare & Education Hornsby","HORNSBY NSW 2077","Vacancy","2077","Hornsby"
"3979","Roseville Kids Care","ROSEVILLE NSW 2069","Vacancy","2069","Ku-ring-gai"
"3980","Rainbow Region Kids Kyogle","KYOGLE NSW 2474","Vacancy","2474","Kyogle"
"3981","Kyogle Early Learning","KYOGLE NSW 2474","No Vacancy","2474","Kyogle"
"3982","Kyogle Pre-school","KYOGLE NSW 2474",NA,"2474","Kyogle"
"3983","Cawongla Playhouse","CAWONGLA NSW 2474",NA,"2474","Kyogle"
"3984","The Tower Pre-School","JIGGI NSW 2480",NA,"2480","Lismore"
"3985","Nimbin Child Care Facility","NIMBIN NSW 2480","No Vacancy","2480","Lismore"
"3986","Nimbin Pre-School","NIMBIN NSW 2480",NA,"2480","Lismore"
"3987","Bentley Community Preschool","BENTLEY NSW 2480",NA,"2480","Lismore"
"3988","Jumbunna Community Pre-school","CASINO NSW 2470",NA,"2470","Richmond Valley"
"3989","Rainbow Region Kids Casino","CASINO NSW 2470","Vacancy","2470","Richmond Valley"
"3990","Casino West Public School Little Jarjums Preschool","CASINO NSW 2470",NA,"2470","Richmond Valley"
"3991","Kookaburra Early Learning","CASINO NSW 2470","No Vacancy","2470","Richmond Valley"
"3992","St Mary's Community Preschool","CASINO NSW 2470",NA,"2470","Richmond Valley"
"3993","Rainbow Station Early Education Centre","CASINO NSW 2470","No Vacancy","2470","Richmond Valley"
"3994","Active Kids After School Care","CASINO NSW 2470","No Vacancy","2470","Richmond Valley"
"3995","Casino Baptist Church Christian Community Pre-school","CASINO NSW 2470",NA,"2470","Richmond Valley"
"3996","Tuntable Falls Early Childhood Centre","NIMBIN NSW 2480",NA,"2480","Lismore"
"3997","Casino Public School Djanenjam Preschool","CASINO NSW 2470",NA,"2470","Richmond Valley"
"3998","The Channon Children's Centre","THE CHANNON NSW 2480",NA,"2480","Lismore"
"3999","Kunghur Community Pre-School","KUNGHUR NSW 2484",NA,"2484","Tweed"
"4000","Bundgeam Preschool","KYOGLE NSW 2474",NA,"2474","Kyogle"
"4001","Dunoon OSHC","DUNOON NSW 2479","No Vacancy","2479","Byron"
"4002","Dunoon Pre-School","DUNOON NSW 2480",NA,"2480","Lismore"
"4003","Lismore South Public School Ngulliboo Jarjums Preschool","LISMORE NSW 2480",NA,"2480","Lismore"
"4004","Lismore South OSHC","SOUTH LISMORE NSW 2480","No Vacancy","2480","Lismore"
"4005","Lismore Parish Centre Pre School","LISMORE NSW 2480",NA,"2480","Lismore"
"4006","Active Kids After School Care","LISMORE NSW 2480","No Vacancy","2480","Lismore"
"4007","First Steps Early Learning Centre","EAST LISMORE NSW 2480","No Vacancy","2480","Lismore"
"4008","Me and My House Child Care Centre","LISMORE NSW 2480","Vacancy","2480","Lismore"
"4009","Northern Rivers In Home Care","LISMORE NSW 2480","No Vacancy","2480","Lismore"
"4010","Northern Rivers Family Day Care","LISMORE NSW 2480","No Vacancy","2480","Lismore"
"4011","Gingerbread House Occasional Care Centre","LISMORE NSW 2480","No Vacancy","2480","Lismore"
"4012","Lismore Preschool Incorporated","LISMORE NSW 2480",NA,"2480","Lismore"
"4013","The Friends Long Day Child Care Centre","LISMORE NSW 2480","No Vacancy","2480","Lismore"
"4014","Rainbow Region Kids Lismore","LISMORE NSW 2480","Vacancy","2480","Lismore"
"4015","Lismore Heights Outside School Hours Care","LISMORE HEIGHTS NSW 2480","No Vacancy","2480","Lismore"
"4016","Our Lady Help of Christians Parish Outside School Hours Care","EAST LISMORE NSW 2480","No Vacancy","2480","Lismore"
"4017","Tyalgum Community Preschool","TYALGUM NSW 2484",NA,"2484","Tweed"
"4018","Blinky's Corner Child Care Centre","LISMORE NSW 2480","Vacancy","2480","Lismore"
"4019","East Lismore Community Preschool","EAST LISMORE NSW 2480",NA,"2480","Lismore"
"4020","Helping Hands Wyrallah Road","EAST LISMORE NSW 2480","No Vacancy","2480","Lismore"
"4021","Southern Cross University Children's Centre","LISMORE NSW 2480","Vacancy","2480","Lismore"
"4022","Bexhill Outside School Hours Care","BEXHILL NSW 2480","No Vacancy","2480","Lismore"
"4023","Jarjum Centre Inc","GOONELLABAH NSW 2480",NA,"2480","Lismore"
"4024","Out of School Hours Goonellabah Inc","GOONELLABAH NSW 2480","No Vacancy","2480","Lismore"
"4025","Goonellabah Pre-School Incorporated","GOONELLABAH NSW 2480",NA,"2480","Lismore"
"4026","Rosebank Community Preschool","ROSEBANK NSW 2480",NA,"2480","Lismore"
"4027","Care-Ring Childrens Centre","GOONELLABAH NSW 2480","Vacancy","2480","Lismore"
"4028","Richmond Hill Community Pre-School","RICHMOND HILL NSW 2480",NA,"2480","Lismore"
"4029","Wilson's Creek Community Preschool","WILSONS CREEK NSW 2482",NA,"2482","Byron"
"4030","Goonellabah Nestle In Preschool and Early Learning Centre","GOONELLABAH NSW 2480","No Vacancy","2480","Lismore"
"4031","Active Kids After School Care","GOONELLABAH NSW 2480","No Vacancy","2480","Lismore"
"4032","PCYC- Out Of School Hours Kadina","GOONELLABAH NSW 2480","No Vacancy","2480","Lismore"
"4033","Goodstart Early Learning Goonellabah","GOONELLABAH NSW 2480","Vacancy","2480","Lismore"
"4034","Bumblebee Early Education Centre","GOONELLABAH NSW 2480","Vacancy","2480","Lismore"
"4035","First Steps Early Learning Centre","GOONELLABAH NSW 2480","No Vacancy","2480","Lismore"
"4036","Inspire @ Uki Public School","UKI NSW 2484","No Vacancy","2484","Tweed"
"4037","Clunes Community Preschool","CLUNES NSW 2480",NA,"2480","Lismore"
"4038","Clunes Outside School Hours Care","CLUNES NSW 2480","No Vacancy","2480","Lismore"
"4039","Mt Warning Community Preschool","UKI NSW 2484",NA,"2484","Tweed"
"4040","Chillingham Community Preschool","CHILLINGHAM NSW 2484",NA,"2484","Tweed"
"4041","Federal Community Childrens Centre Incorporated","FEDERAL NSW 2480","No Vacancy","2480","Lismore"
"4042","Little Shearwater","MULLUMBIMBY CREEK NSW 2482",NA,"2482","Byron"
"4043","Wollongbar Community Pre-School","WOLLONGBAR NSW 2477",NA,"2477","Ballina"
"4044","Rainbow Region Kids Wollongbar","WOLLONGBAR NSW 2477","Vacancy","2477","Ballina"
"4045","Woodenbong Pre-school","WOODENBONG NSW 2476",NA,"2476","Kyogle"
"4046","The Learning Cottage Wollongbar","WOLLONGBAR NSW 2477","No Vacancy","2477","Ballina"
"4047","Petit Early Learning Journey - Murwillumbah","MURWILLUMBAH NSW 2484","Vacancy","2484","Tweed"
"4048","Inspire @ Crystal Creek Public School","CRYSTAL CREEK NSW 2484","No Vacancy","2484","Tweed"
"4049","Rainbow Region Kids Alstonville","ALSTONVILLE NSW 2477","Vacancy","2477","Ballina"
"4050","Possum Place Early Learning Centre","ALSTONVILLE NSW 2477","No Vacancy","2477","Ballina"
"4051","Alstonville Early Learning","ALSTONVILLE NSW 2477","No Vacancy","2477","Ballina"
"4052","Coraki Preschool","CORAKI NSW 2471",NA,"2471","Richmond Valley"
"4053","St Joseph's Outside School Hours Care","CORAKI NSW 2471","Vacancy","2471","Richmond Valley"
"4054","Burringbar Community Preschool Inc","BURRINGBAR NSW 2483",NA,"2483","Byron"
"4055","Alstonville Community Preschool","ALSTONVILLE NSW 2477",NA,"2477","Ballina"
"4056","Condobolin Preschool Kindergarten","CONDOBOLIN NSW 2877","No Vacancy","2877","Lachlan"
"4057","Lachlan Mobile Child Care Service","CONDOBOLIN NSW 2877","Vacancy","2877","Lachlan"
"4058","Lachlan Children's Services","CONDOBOLIN NSW 2877","Vacancy","2877","Lachlan"
"4059","St Nicholas OOSH Kilaben Bay","KILABEN BAY NSW 2283","No Vacancy","2283","Lake Macquarie"
"4060","Rathmines Preschool","RATHMINES NSW 2283","Vacancy","2283","Lake Macquarie"
"4061","YMCA Toronto OSHC","TORONTO NSW 2283","Vacancy","2283","Lake Macquarie"
"4062","Imagine Early Learning & Childcare - Toronto","TORONTO NSW 2283","No Vacancy","2283","Lake Macquarie"
"4063","Nikinpa Aboriginal Children's Service","TORONTO NSW 2283","No Vacancy","2283","Lake Macquarie"
"4064","Little Miracles Preschool & Long Day Care (Toronto)","TORONTO NSW 2283","Vacancy","2283","Lake Macquarie"
"4065","Active OOSH Rathmines","RATHMINES NSW 2283","No Vacancy","2283","Lake Macquarie"
"4066","Toronto Community Child Care Centre","TORONTO NSW 2283","No Vacancy","2283","Lake Macquarie"
"4067","Arcadia Vale Preschool","ARCADIA VALE NSW 2283","Vacancy","2283","Lake Macquarie"
"4068","Fair Play OOSH Blackalls Park","BLACKALLS PARK NSW 2283","Vacancy","2283","Lake Macquarie"
"4069","Kinda Kapers Toronto","TORONTO NSW 2283","Vacancy","2283","Lake Macquarie"
"4070","Carey Bay Preschool","CAREY BAY NSW 2283",NA,"2283","Lake Macquarie"
"4071","Blackalls Park Pre-School","BLACKALLS PARK NSW 2283",NA,"2283","Lake Macquarie"
"4072","Wangi Peter Pan Kindergarten","WANGI WANGI NSW 2267",NA,"2267","Lake Macquarie"
"4073","Hunter Kids Coal Point","COAL POINT NSW 2283","No Vacancy","2283","Lake Macquarie"
"4074","Wangi Wangi OOSH","WANGI WANGI NSW 2267","No Vacancy","2267","Lake Macquarie"
"4075","Charlie's OOSH","FASSIFERN NSW 2283","No Vacancy","2283","Lake Macquarie"
"4076","Bolton Point Child Care Centre","BOLTON POINT NSW 2283","No Vacancy","2283","Lake Macquarie"
"4077","Woodrising Natural Learning Centre Incorporated","WOODRISING NSW 2284","No Vacancy","2284","Lake Macquarie"
"4078","Fair Play OOSH (Aust) - Booragul","BOORAGUL NSW 2284","Vacancy","2284","Lake Macquarie"
"4079","YMCA Valentine OSHC","VALENTINE NSW 2280","Vacancy","2280","Lake Macquarie"
"4080","Marks Point OOSH","MARKS POINT NSW 2280","No Vacancy","2280","Lake Macquarie"
"4081","Eleebana And Community Outside School Hours Care","ELEEBANA NSW 2282","No Vacancy","2282","Lake Macquarie"
"4082","Young Minds Academy - Mirrabooka","MIRRABOOKA NSW 2264","Vacancy","2264","Lake Macquarie"
"4083","The Rumpus Room Marks Point","MARKS POINT NSW 2280","No Vacancy","2280","Lake Macquarie"
"4084","Swansea OOSH","SWANSEA NSW 2281","No Vacancy","2281","Lake Macquarie"
"4085","Creative Kids Preschool","BELMONT NSW 2280","No Vacancy","2280","Lake Macquarie"
"4086","Community Kids Valentine Early Education Centre","VALENTINE NSW 2280","Vacancy","2280","Lake Macquarie"
"4087","Uniting St Luke's Preschool Belmont North","BELMONT NSW 2280",NA,"2280","Lake Macquarie"
"4088","The Rumpus Room Pelican","PELICAN NSW 2281","No Vacancy","2281","Lake Macquarie"
"4089","Great Beginnings Speers Point","SPEERS POINT NSW 2284","Vacancy","2284","Lake Macquarie"
"4090","Pelican Flat OOSH","PELICAN FLAT NSW 2281","No Vacancy","2281","Lake Macquarie"
"4091","St Nicholas OOSH Belmont","BELMONT NSW 2280","No Vacancy","2280","Lake Macquarie"
"4092","Cardiff Busy Bee Pre School","CARDIFF NSW 2285","No Vacancy","2285","Lake Macquarie"
"4093","Cubby OOSH at Belmont","BELMONT NSW 2280","No Vacancy","2280","Lake Macquarie"
"4094","Kindy Patch Eleebana","ELEEBANA NSW 2282","Vacancy","2282","Lake Macquarie"
"4095","Avondale Early Learning Centre","COORANBONG NSW 2265","Vacancy","2265","Lake Macquarie"
"4096","Avondale OSHClub","COORANBONG NSW 2265","No Vacancy","2265","Lake Macquarie"
"4097","Kindy Patch Bonnells Bay","BONNELLS BAY NSW 2264","Vacancy","2264","Lake Macquarie"
"4098","Belmont Community Child Care Centre","BELMONT NSW 2280","Vacancy","2280","Lake Macquarie"
"4099","Lake Macquarie Family Day Care","SPEERS POINT NSW 2284","No Vacancy","2284","Lake Macquarie"
"4100","Big Childcare - Speers Point PS OSHC","SPEERS POINT NSW 2284","No Vacancy","2284","Lake Macquarie"
"4101","Swansea Vacation Care","SWANSEA NSW 2281","No Vacancy","2281","Lake Macquarie"
"4102","CubbyOOSH at Floraville","FLORAVILLE NSW 2280","No Vacancy","2280","Lake Macquarie"
"4103","LITTLE MIRACLES PRESCHOOL & LONG DAY CARE","SWANSEA NSW 2281","Vacancy","2281","Lake Macquarie"
"4104","Hunter Kids Bonnells Bay","BONNELLS BAY NSW 2264","No Vacancy","2264","Lake Macquarie"
"4105","Warners Bay OOSH","WARNERS BAY NSW 2282","Vacancy","2282","Lake Macquarie"
"4106","Kindy Patch Floraville","FLORAVILLE NSW 2280","Vacancy","2280","Lake Macquarie"
"4107","The Discovery Garden Early Education, Care and Preschool","FLORAVILLE NSW 2280","No Vacancy","2280","Lake Macquarie"
"4108","Eleebana Children's Centre","ELEEBANA NSW 2282","Vacancy","2282","Lake Macquarie"
"4109","Boolaroo-Speers Point Community Kindergarten","BOOLAROO NSW 2284",NA,"2284","Lake Macquarie"
"4110","St Nicholas OOSH Warners Bay","WARNERS BAY NSW 2282","No Vacancy","2282","Lake Macquarie"
"4111","Warners Bay Early Learning and Care Centre","WARNERS BAY NSW 2282","No Vacancy","2282","Lake Macquarie"
"4112","Belmont North Preschool","BELMONT NSW 2280",NA,"2280","Lake Macquarie"
"4113","Morisset OOSH & VC","MORISSET NSW 2264","Vacancy","2264","Lake Macquarie"
"4114","YMCA Biddabah OSHC","WARNERS BAY NSW 2282","Vacancy","2282","Lake Macquarie"
"4115","Morisset Early Education Centre","MORISSET NSW 2264","No Vacancy","2264","Lake Macquarie"
"4116","Camp Australia - Belmont Christian College OSHC","BELMONT NORTH NSW 2280","No Vacancy","2280","Lake Macquarie"
"4117","Big Childcare - Boolaroo PS OSHC","BOOLAROO NSW 2284","No Vacancy","2284","Lake Macquarie"
"4118","Cooranbong Valley Community Pre-School","COORANBONG NSW 2265",NA,"2265","Lake Macquarie"
"4119","Kinda Kapers Belmont North","BELMONT NORTH NSW 2280","No Vacancy","2280","Lake Macquarie"
"4120","Caves Beach OOSH and Vacation Care","CAVES BEACH NSW 2281","No Vacancy","2281","Lake Macquarie"
"4121","Caves Beach Early Learning Centre","CAVES BEACH NSW 2281","No Vacancy","2281","Lake Macquarie"
"4122","St Nicholas OOSH Morisset","MORISSET NSW 2264","No Vacancy","2264","Lake Macquarie"
"4123","Uniting Preschool Caves Beach","CAVES BEACH NSW 2281",NA,"2281","Lake Macquarie"
"4124","Appletree Early Education and Preschool","BARNSLEY NSW 2278","No Vacancy","2278","Lake Macquarie"
"4125","Fair Play OOSH Barnsley","BARNSLEY NSW 2278","Vacancy","2278","Lake Macquarie"
"4126","Lake Macquarie Educational Preschool","MOUNT HUTTON NSW 2290","Vacancy","2290","Lake Macquarie"
"4127","Mount Hutton Child Care Centre","MOUNT HUTTON NSW 2290","No Vacancy","2290","Lake Macquarie"
"4128","Little Beginnings at Warners Bay","WARNERS BAY NSW 2282","Vacancy","2282","Lake Macquarie"
"4129","Little Beginnings at Hillsborough Rd","WARNERS BAY NSW 2282","Vacancy","2282","Lake Macquarie"
"4130","Gwandalan Outside School Hours Care Inc","GWANDALAN NSW 2259","No Vacancy","2259","Central Coast (NSW)"
"4131","Mount Hutton OOSH","MOUNT HUTTON NSW 2290","No Vacancy","2290","Lake Macquarie"
"4132","Goodstart Early Learning Mount Hutton","MOUNT HUTTON NSW 2290","Vacancy","2290","Lake Macquarie"
"4133","Milestones Early Learning Warners Bay","WARNERS BAY NSW 2282","Vacancy","2282","Lake Macquarie"
"4134","Fairyland Preschool","BARNSLEY NSW 2278","Vacancy","2278","Lake Macquarie"
"4135","Windale Public School Preschool","WINDALE NSW 2306",NA,"2306","Lake Macquarie"
"4136","Sustainable Play Preschool","BARNSLEY NSW 2278","No Vacancy","2278","Lake Macquarie"
"4137","Girrinbai Community Pre School","JEWELLS NSW 2280",NA,"2280","Lake Macquarie"
"4138","Jewells OOSHC Inc","JEWELLS NSW 2280","No Vacancy","2280","Lake Macquarie"
"4139","Lake Macquarie Kinda Kapers Long Day Care Centre","MOUNT HUTTON NSW 2290","No Vacancy","2290","Lake Macquarie"
"4140","Let The Learning Begin","WARNERS BAY NSW 2282","Vacancy","2282","Lake Macquarie"
"4141","A Magical Time Children's Centre","MOUNT HUTTON NSW 2290","Vacancy","2290","Lake Macquarie"
"4142","Macquarie Hills Community Preschool","CARDIFF NSW 2285",NA,"2285","Lake Macquarie"
"4143","KU - Windale Preschool","WINDALE NSW 2306",NA,"2306","Lake Macquarie"
"4144","Community Kids Morisset Early Education Centre","MORISSET NSW 2264","Vacancy","2264","Lake Macquarie"
"4145","Goodstart Early Learning Cooranbong","COORANBONG NSW 2265","Vacancy","2265","Lake Macquarie"
"4146","Young Minds Academy - Morisset OSHC","MORISSET NSW 2264","Vacancy","2264","Lake Macquarie"
"4147","Nords Wharf Community Preschool","NORDS WHARF NSW 2281",NA,"2281","Lake Macquarie"
"4148","The Hive Academy","MORISSET NSW 2264","No Vacancy","2264","Lake Macquarie"
"4149","Dinky Di Childcare","MORISSET NSW 2264","No Vacancy","2264","Lake Macquarie"
"4150","Tillys Play and Education Centre - Cardiff","CARDIFF NSW 2285","No Vacancy","2285","Lake Macquarie"
"4151","Holmesville Playhouse Pre School","HOLMESVILLE NSW 2286","No Vacancy","2286","Lake Macquarie"
"4152","Edgeworth Community Preschool","EDGEWORTH NSW 2285",NA,"2285","Lake Macquarie"
"4153","Cardiff ELC","CARDIFF NSW 2285","Vacancy","2285","Lake Macquarie"
"4154","Gwandalan Early Learning Centre","GWANDALAN NSW 2259","Vacancy","2259","Central Coast (NSW)"
"4155","St Nicholas OOSH Edgeworth","EDGEWORTH NSW 2285","Vacancy","2285","Lake Macquarie"
"4156","Cardiff South Public School Preschool","CARDIFF SOUTH NSW 2285",NA,"2285","Lake Macquarie"
"4157","Cardiff South OOSH P/L","CARDIFF SOUTH NSW 2285","No Vacancy","2285","Lake Macquarie"
"4158","Edgeworth Child Care Centre","EDGEWORTH NSW 2285","No Vacancy","2285","Lake Macquarie"
"4159","Cardiff OOSH & Vacation Care","CARDIFF NSW 2285","Vacancy","2285","Lake Macquarie"
"4160","Big Childcare - Wiripaang PS OSHC","GATESHEAD NSW 2290","No Vacancy","2290","Lake Macquarie"
"4161","Fair Play OOSH Edgeworth","EDGEWORTH NSW 2285","Vacancy","2285","Lake Macquarie"
"4162","Cardiff Child Care","CARDIFF SOUTH NSW 2285","Vacancy","2285","Lake Macquarie"
"4163","Glendale Early Education Centre","ARGENTON NSW 2284","Vacancy","2284","Lake Macquarie"
"4164","Busy Bees at Cameron Grove","CAMERON PARK NSW 2285","No Vacancy","2285","Lake Macquarie"
"4165","Hunter Sports Centre","GLENDALE NSW 2285","Vacancy","2285","Lake Macquarie"
"4166","Harrison St Early Education","CARDIFF NSW 2285","No Vacancy","2285","Lake Macquarie"
"4167","Kindy Patch Redhead","REDHEAD NSW 2290","No Vacancy","2290","Lake Macquarie"
"4168","Goodstart Early Learning Mannering Park","MANNERING PARK NSW 2259","Vacancy","2259","Central Coast (NSW)"
"4169","Felton Street Community Preschool Incorporated","GATESHEAD NSW 2290",NA,"2290","Lake Macquarie"
"4170","Hillsborough OOSH","CHARLESTOWN NSW 2290","No Vacancy","2290","Lake Macquarie"
"4171","St Nicholas OOSH Gateshead","GATESHEAD NSW 2290","No Vacancy","2290","Lake Macquarie"
"4172","Goodstart Early Learning Gateshead","GATESHEAD NSW 2290","Vacancy","2290","Lake Macquarie"
"4173","Wandiyali Child Care Centre","GLENDALE NSW 2285","No Vacancy","2285","Lake Macquarie"
"4174","St Nicholas Early Education Cardiff","CARDIFF NSW 2285","Vacancy","2285","Lake Macquarie"
"4175","Victory OOSH Charlestown South","CHARLESTOWN NSW 2290","No Vacancy","2290","Lake Macquarie"
"4176","Awabakal Community Preschool","GLENDALE NSW 2285","No Vacancy","2285","Lake Macquarie"
"4177","St Nicholas OOSH Cardiff","CARDIFF NSW 2285","No Vacancy","2285","Lake Macquarie"
"4178","Cameron Park Early Learning Centre","EDGEWORTH NSW 2285","No Vacancy","2285","Lake Macquarie"
"4179","St Nicholas OOSH Glendale","GLENDALE NSW 2285","No Vacancy","2285","Lake Macquarie"
"4180","Goodstart Early Learning Glendale","GLENDALE NSW 2285","Vacancy","2285","Lake Macquarie"
"4181","Camp Australia - Mannering Park Public School OSHC","MANNERING PARK NSW 2259","No Vacancy","2259","Central Coast (NSW)"
"4182","Karrawong Kindy (0-3)","WEST WALLSEND NSW 2286","Vacancy","2286","Lake Macquarie"
"4183","Busy Bees at Cameron Park Preston","CAMERON PARK NSW 2285","No Vacancy","2285","Lake Macquarie"
