"","name","address","vacancy","postcode","lga"
"2139","Urunga Community Preschool Incorporated","URUNGA NSW 2455",NA,"2455","Bellingen"
"2140","Stepping Stones Preschool and Childcare Centre","URUNGA NSW 2455","No Vacancy","2455","Bellingen"
"2141","Mullaway Early Years Learning Centre","MULLAWAY NSW 2456","No Vacancy","2456","Coffs Harbour"
"2142","Dawn Song Children's Centre","BELLINGEN NSW 2454","No Vacancy","2454","Bellingen"
"2143","OAC Bellingen Out of School Hours Care","BELLINGEN NSW 2454","No Vacancy","2454","Bellingen"
"2144","Bellingen Burrow Long Day Care Centre","BELLINGEN NSW 2454","No Vacancy","2454","Bellingen"
"2145","Bellingen Preschool","BELLINGEN NSW 2454",NA,"2454","Bellingen"
"2146","Glenreagh Preschool Incorporated","GLENREAGH NSW 2450",NA,"2450","Coffs Harbour"
"2147","Tiny Treasures Preschool Long Day Care Centre","CORINDI BEACH NSW 2456","No Vacancy","2456","Coffs Harbour"
"2148","Valla Community Preschool","VALLA BEACH NSW 2448",NA,"2448","Nambucca Valley"
"2149","Ngaarrila Preschool Thora","THORA NSW 2454",NA,"2454","Bellingen"
"2150","Dorrigo Preschool Incorporated","DORRIGO NSW 2453",NA,"2453","Bellingen"
"2151","Nambucca Valley Family Day Care","NAMBUCCA HEADS NSW 2448","No Vacancy","2448","Nambucca Valley"
"2152","Nambucca Heads Preschool Playcentre","NAMBUCCA HEADS NSW 2448",NA,"2448","Nambucca Valley"
"2153","Nambucca Valley OOSH","NAMBUCCA HEADS NSW 2448","Vacancy","2448","Nambucca Valley"
"2154","Ngaarrila Preschool Kalang","KALANG NSW 2454",NA,"2454","Bellingen"
"2155","Teddy Bears Kindy","NAMBUCCA HEADS NSW 2448","No Vacancy","2448","Nambucca Valley"
"2156","Giiguy Gamambi Preschool","NAMBUCCA HEADS NSW 2448",NA,"2448","Nambucca Valley"
"2157","Bowraville Community Preschool","BOWRAVILLE NSW 2449",NA,"2449","Nambucca Valley"
"2158","Alphabet Long Day Care College","MACKSVILLE NSW 2447","No Vacancy","2447","Nambucca Valley"
"2159","Thrive OSHC Coolamon","COOLAMON NSW 2701","Vacancy","2701","Coolamon"
"2160","Coolamon Early Childhood Centre","COOLAMON NSW 2701","Vacancy","2701","Coolamon"
"2161","Coolamon Preschool","COOLAMON NSW 2701",NA,"2701","Coolamon"
"2162","Spring Kidz Early Learning Centre Coolamon","COOLAMON NSW 2701","No Vacancy","2701","Coolamon"
"2163","Ganmain Pied Piper Preschool","GANMAIN NSW 2702",NA,"2702","Coolamon"
"2164","CSU - R Children's Centre","WAGGA WAGGA NSW 2650","Vacancy","2650","Wagga Wagga"
"2165","Angel's Paradise Adaptive Montessori - Wagga","GOBBAGOMBALIN NSW 2650","No Vacancy","2650","Wagga Wagga"
"2166","Estella Public School NSW TheirCare","ESTELLA NSW 2650","Vacancy","2650","Wagga Wagga"
"2167","Little Wonders Early Educational Centre","ESTELLA NSW 2650","No Vacancy","2650","Wagga Wagga"
"2168","Goodstart Early Learning Estella","ESTELLA WAGGA WAGGA NSW 2650","Vacancy","2650","Wagga Wagga"
"2169","Wagga Wagga Early Years Learning Centre Boorooma","BOOROOMA NSW 2650","Vacancy","2650","Wagga Wagga"
"2170","Junee Kids Early Learning","JUNEE NSW 2663","No Vacancy","2663","Junee"
"2171","Milestones Early Learning Wagga Wagga","WAGGA WAGGA NSW 2650","No Vacancy","2650","Wagga Wagga"
"2172","St Marys Rainbow Preschool","WAGGA WAGGA NSW 2650",NA,"2650","Wagga Wagga"
"2173","PCYC- Out Of School Hours North Wagga","NORTH WAGGA WAGGA NSW 2650","Vacancy","2650","Wagga Wagga"
"2174","WWPS BASC","WAGGA WAGGA NSW 2650","Vacancy","2650","Wagga Wagga"
"2175","Goodstart Early Learning Junee","JUNEE NSW 2663","Vacancy","2663","Junee"
"2176","Junee Preschool","JUNEE NSW 2663",NA,"2663","Junee"
"2177","The After School Klub Wagga Wagga","WAGGA WAGGA NSW 2650","No Vacancy","2650","Wagga Wagga"
"2178","Wiradjuri Neighbourhood Centre","WAGGA WAGGA NSW 2650","Vacancy","2650","Wagga Wagga"
"2179","Shaw Street Children's Centre","WAGGA WAGGA NSW 2650","No Vacancy","2650","Wagga Wagga"
"2180","St Joseph's PS (Wagga) OSHC - Extend","WAGGA WAGGA NSW 2650","No Vacancy","2650","Wagga Wagga"
"2181","Milestones Early Learning Ashmont","WAGGA WAGGA NSW 2650","No Vacancy","2650","Wagga Wagga"
"2182","Seedlings Early Learning Centre","WAGGA WAGGA NSW 2650","No Vacancy","2650","Wagga Wagga"
"2183","KU Ashmont Preschool and Family Centre","ASHMONT NSW 2650",NA,"2650","Wagga Wagga"
"2184","Goodstart Early Learning Wagga Wagga - Morgan Street","WAGGA WAGGA NSW 2650","Vacancy","2650","Wagga Wagga"
"2185","St Lukes Preschool","WAGGA WAGGA NSW 2650",NA,"2650","Wagga Wagga"
"2186","KU Koala Preschool","WAGGA WAGGA NSW 2650",NA,"2650","Wagga Wagga"
"2187","Holy Trinity PS OSHC - Extend","ASHMONT NSW 2650","No Vacancy","2650","Wagga Wagga"
"2188","Goodstart Early Learning Ashmont","WAGGA WAGGA NSW 2650","Vacancy","2650","Wagga Wagga"
"2189","Possums Early Learning Centre","WAGGA WAGGA NSW 2650","No Vacancy","2650","Wagga Wagga"
"2190","Little Wonders Early Educational Centre","TURVEY PARK NSW 2650","No Vacancy","2650","Wagga Wagga"
"2191","Goodstart Early Learning Wagga Wagga - Station Place","WAGGA WAGGA NSW 2650","Vacancy","2650","Wagga Wagga"
"2192","PCYC - Out Of School Hours Wagga","WAGGA WAGGA NSW 2650","No Vacancy","2650","Wagga Wagga"
"2193","KU - Kookaburra Preschool","WAGGA WAGGA NSW 2650",NA,"2650","Wagga Wagga"
"2194","Wagga Wagga Early Years Learning Centre - Glenfield Park","GLENFIELD PARK NSW 2650","Vacancy","2650","Wagga Wagga"
"2195","Riverina Kids Early Learning Centre","LLOYD NSW 2650","Vacancy","2650","Wagga Wagga"
"2196","Wagga Wagga TAFE Children's Centre","WAGGA WAGGA NSW 2650","No Vacancy","2650","Wagga Wagga"
"2197","Henschke Out of School Hours Care Incorporated","WAGGA WAGGA NSW 2650","No Vacancy","2650","Wagga Wagga"
"2198","Goodstart Early Learning Glenfield Park","WAGGA WAGGA NSW 2650","Vacancy","2650","Wagga Wagga"
"2199","KU - Kingfisher Preschool","WAGGA WAGGA NSW 2650",NA,"2650","Wagga Wagga"
"2200","Wagga Wagga Early Years Learning Centre - Turvey Park","WAGGA WAGGA NSW 2650","Vacancy","2650","Wagga Wagga"
"2201","Kapooka Early Childhood Centre","KAPOOKA MILPO NSW 2661",NA,"2661","Wagga Wagga"
"2202","Goodstart Early Learning Kooringal","WAGGA WAGGA NSW 2650","Vacancy","2650","Wagga Wagga"
"2203","Red Hill Public School TheirCare","WAGGA WAGGA NSW 2650","Vacancy","2650","Wagga Wagga"
"2204","Red Hill Public School Bimbi Preschool","TOLLAND NSW 2650",NA,"2650","Wagga Wagga"
"2205","Wagga Wagga East Before & After School Care Inc","WAGGA WAGGA NSW 2650","Vacancy","2650","Wagga Wagga"
"2206","Kooringal Public School TheirCare","KOORINGAL NSW 2650","Vacancy","2650","Wagga Wagga"
"2207","Sacred Heart PS (Kooringal) OSHC - Extend","KOORINGAL NSW 2650","No Vacancy","2650","Wagga Wagga"
"2208","Goodstart Early Learning Wagga Wagga - Lake Albert Road","KOORINGAL NSW 2650","Vacancy","2650","Wagga Wagga"
"2209","Wagga Wagga Christian College Long Day Care","WAGGA WAGGA NSW 2650","Vacancy","2650","Wagga Wagga"
"2210","Town and Country Children's Centre","EAST WAGGA WAGGA NSW 2650","Vacancy","2650","Wagga Wagga"
"2211","Montessori Children's House Wagga","BOURKELANDS NSW 2650","No Vacancy","2650","Wagga Wagga"
"2212","Lutheran After School and Vacation Care","WAGGA WAGGA NSW 2650","Vacancy","2650","Wagga Wagga"
"2213","Amy Hurd Early Learning Centre Incorporated","WAGGA WAGGA NSW 2650","No Vacancy","2650","Wagga Wagga"
"2214","KU - Kangaroo Preschool","WAGGA WAGGA NSW 2650",NA,"2650","Wagga Wagga"
"2215","Spring Kidz Early Learning Centre Kooringal","KOORINGAL NSW 2650","No Vacancy","2650","Wagga Wagga"
"2216","SPRING KIDZ EARLY LEARNING CENTRE","BOURKELANDS NSW 2650","No Vacancy","2650","Wagga Wagga"
"2217","Inspire Early Learning Centre","WAGGA WAGGA NSW 2650","No Vacancy","2650","Wagga Wagga"
"2218","Kooringal Child Care Centre Incorporated","KOORINGAL NSW 2650","No Vacancy","2650","Wagga Wagga"
"2219","Goodstart Early Learning Tatton","WAGGA WAGGA NSW 2650","Vacancy","2650","Wagga Wagga"
"2220","Uranquinty Preschool","URANQUINTY NSW 2652",NA,"2652","Wagga Wagga"
"2221","PE4K Lake Albert","LAKE ALBERT NSW 2650","No Vacancy","2650","Wagga Wagga"
"2222","Mater Dei PS (Wagga) OSHC - Extend","LAKE ALBERT NSW 2650","No Vacancy","2650","Wagga Wagga"
"2223","Community Kids Lake Albert Early Education Centre","WAGGA WAGGA NSW 2650","Vacancy","2650","Wagga Wagga"
"2224","Lake Albert Outside School Hours Care Inc","WAGGA WAGGA NSW 2650","No Vacancy","2650","Wagga Wagga"
"2225","PE4K Forest Hill","FOREST HILL NSW 2651","No Vacancy","2651","Wagga Wagga"
"2226","Forest Hill Public School TheirCare","FOREST HILL NSW 2651","Vacancy","2651","Wagga Wagga"
"2227","Forest Hill Community Preschool","FOREST HILL NSW 2651",NA,"2651","Wagga Wagga"
"2228","Coonamble Multi-functional Centre LDC","COONAMBLE NSW 2829","No Vacancy","2829","Coonamble"
"2229","Smart Kids Coonamble OOSH Service","COONAMBLE NSW 2829","Vacancy","2829","Coonamble"
"2230","Coonamble Public School Preschool","COONAMBLE NSW 2829",NA,"2829","Coonamble"
"2231","Coonamble Preschool","COONAMBLE NSW 2829",NA,"2829","Coonamble"
"2232","Smart Kids Child Care Centre","COONAMBLE NSW 2829","Vacancy","2829","Coonamble"
"2233","Gulargambone Preschool Inc","GULARGAMBONE NSW 2828",NA,"2828","Coonamble"
"2234","Redfern Outside School Hours Care","REDFERN NSW 2016","No Vacancy","2016","Sydney"
"2235","Only About Children Redfern","REDFERN NSW 2016","No Vacancy","2016","Sydney"
"2236","Redfern Occasional Child Care Centre","REDFERN NSW 2016","Vacancy","2016","Sydney"
"2237","Blackfriars Children's Centre","CHIPPENDALE NSW 2008","No Vacancy","2008","Sydney"
"2238","SDN Chippendale Children's Education and Care Centre","CHIPPENDALE NSW 2008","No Vacancy","2008","Sydney"
"2239","Greenwood Central Park Duo","CHIPPENDALE NSW 2008","No Vacancy","2008","Sydney"
"2240","SDN Redfern Children's Education and Care Centre","REDFERN NSW 2016","No Vacancy","2016","Sydney"
"2241","Little Zak's Academy Ultimo","ULTIMO NSW 2007","Vacancy","2007","Sydney"
"2242","Inner City Care Childcare Centre","ULTIMO NSW 2007","No Vacancy","2007","Sydney"
"2243","KU Union Children's Centre","DARLINGTON NSW 2008","Vacancy","2008","Sydney"
"2244","MINDCHAMPS EARLY LEARNING @ BROADWAY","BROADWAY NSW 2007","No Vacancy","2007","Sydney"
"2245","SDN Ultimo Children's Education and Care Centre","ULTIMO NSW 2007","No Vacancy","2007","Sydney"
"2246","Magic Pudding Child Care Centre","ULTIMO NSW 2007","No Vacancy","2007","Sydney"
"2247","Honey Bird Child Care Centre","EVELEIGH NSW 2015","Vacancy","2015","Sydney"
"2248","KU James Cahill Preschool","WATERLOO NSW 2017","Vacancy","2017","Sydney"
"2249","Poet's Corner Kindergarten","REDFERN NSW 2016",NA,"2016","Sydney"
"2250","SDN Surry Hills Children's Education and Care Centre","SURRY HILLS NSW 2010","No Vacancy","2010","Sydney"
"2251","IGS Out of School Hours Care","ULTIMO NSW 2007","Vacancy","2007","Sydney"
"2252","Only About Children Surry Hills","SURRY HILLS NSW 2010","No Vacancy","2010","Sydney"
"2253","IGS Early Learning Centre","ULTIMO NSW 2007","No Vacancy","2007","Sydney"
"2254","KIDS CLUB ELIZABETH STREET MANAGEMENT PTY LIMITED","SURRY HILLS NSW 2010","No Vacancy","2010","Sydney"
"2255","The Girls & Boys Brigade","SURRY HILLS NSW 2010","No Vacancy","2010","Sydney"
"2256","SDN Lois Barker Children's Education and Care Centre","WATERLOO NSW 2017","No Vacancy","2017","Sydney"
"2257","Mosman Early Learning Centre","BEAUTY POINT NSW 2088","No Vacancy","2088","Mosman"
"2258","Mary Street Early Learning","SURRY HILLS NSW 2010","No Vacancy","2010","Sydney"
"2259","Maria Regina Avalon Vacation Care","AVALON NSW 2107","Vacancy","2107","Northern Beaches"
"2260","Centipede at Glebe School Inc","GLEBE NSW 2037","Vacancy","2037","Sydney"
"2261","Surry Hills Neighbourhood Centre Long Day Care","SURRY HILLS NSW 2010","No Vacancy","2010","Sydney"
"2262","Darling Nest Child Care Centre","HAYMARKET NSW 2000","Vacancy","2000","Sydney"
"2263","Guardian Childcare & Education George Street","SYDNEY NSW 2000","Vacancy","2000","Sydney"
"2264","Eveleigh Early Learning and Preschool","ALEXANDRIA NSW 2015","Vacancy","2015","Sydney"
"2265","KU Sunbeam Preschool","ALEXANDRIA NSW 2015","Vacancy","2015","Sydney"
"2266","Darlington Activity Centre","DARLINGTON NSW 2008","No Vacancy","2008","Sydney"
"2267","Forever Green Montessori","REDFERN NSW 2016","Vacancy","2016","Sydney"
"2268","Darlington Public School Preschool","DARLINGTON NSW 2008",NA,"2008","Sydney"
"2269","Surry Hills Early Learning Centre","SURRY HILLS NSW 2010","No Vacancy","2010","Sydney"
"2270","KU - John J Carroll Preschool","SURRY HILLS NSW 2010",NA,"2010","Sydney"
"2271","Ultimo Outside School Hours Care","ULTIMO NSW 2007","Vacancy","2007","Sydney"
"2272","BELIEVE PLAYSCHOOL PTY LTD","ULTIMO NSW 2007","No Vacancy","2007","Sydney"
"2273","Helping Hands Bourke Street","SURRY HILLS NSW 2010","Vacancy","2010","Sydney"
"2274","Barnardos Early Learning Centre Ultimo","ULTIMO NSW 2007","No Vacancy","2007","Sydney"
"2275","Moore Park Gardens Preschool & Long Day Care Centre","REDFERN NSW 2016","Vacancy","2016","Sydney"
"2276","SDN Glebe Children's Education and Care Centre","GLEBE NSW 2037","No Vacancy","2037","Sydney"
"2277","Amigoss Spanish Bilingual Childcare","GLEBE NSW 2037","Vacancy","2037","Sydney"
"2278","Active Kids @ World Square","SYDNEY NSW 2000","Vacancy","2000","Sydney"
"2279","The Green Elephant Early Learning Centre Waterloo","WATERLOO NSW 2017","Vacancy","2017","Sydney"
"2280","Camp Australia - Alexandria Park Community School OSHC","ALEXANDRIA NSW 2015","Vacancy","2015","Sydney"
"2281","Wunanbiri Preschool","ALEXANDRIA NSW 2015",NA,"2015","Sydney"
"2282","Kids Capers Ultimo OOSH","ULTIMO NSW 2007","No Vacancy","2007","Sydney"
"2283","Surry Hills Neighbourhood Centre - Crown St OSHC: After School Care","SURRY HILLS NSW 2010","No Vacancy","2010","Sydney"
"2284","World Tower Child Care Centre","SYDNEY NSW 2000","Vacancy","2000","Sydney"
"2285","New Fort Street OSHClub","ULTIMO NSW 2007","Vacancy","2007","Sydney"
"2286","KU Carillon Avenue Children's Centre","NEWTOWN NSW 2042","Vacancy","2042","Inner West"
"2287","KU Ultimo Children‘s Centre","ULTIMO NSW 2007","Vacancy","2007","Sydney"
"2288","North Newtown OOSH Inc (Nnoosh Inc)","NEWTOWN NSW 2042","No Vacancy","2042","Inner West"
"2289","Moore Park Children's Early Learning Centre 1","WATERLOO NSW 2017","Vacancy","2017","Sydney"
"2290","Reggio Academy","WATERLOO NSW 2017","Vacancy","2017","Sydney"
"2291","Goodstart Early Learning Glebe","GLEBE NSW 2037","Vacancy","2037","Sydney"
"2292","Little Lion Early Learning PTY LTD","WATERLOO NSW 2017","Vacancy","2017","Sydney"
"2293","Broughton Street Kindergarten","GLEBE NSW 2037",NA,"2037","Sydney"
"2294","SDN Erskineville Children's Education and Care Centre","ERSKINEVILLE NSW 2043","No Vacancy","2043","Sydney"
"2295","St Andrew's Cathedral School TheirCare","SYDNEY NSW 2000","Vacancy","2000","Sydney"
"2296","Glebe Montessori Academy","GLEBE NSW 2037","Vacancy","2037","Sydney"
"2297","Boundary Lane Children's Centre","NEWTOWN NSW 2042","Vacancy","2042","Inner West"
"2298","St Mary's (Erskineville) Out of Hours School Care Inc","ERSKINEVILLE NSW 2043","Vacancy","2043","Sydney"
"2299","Surry Hills Outside School Hours Care","DARLINGHURST NSW 2010","No Vacancy","2010","Sydney"
"2300","The Girls & Boys Brigade","DARLINGHURST NSW 2010","No Vacancy","2010","Sydney"
"2301","Only About Children Glebe","GLEBE NSW 2037","No Vacancy","2037","Sydney"
"2302","Gowrie NSW Erskineville Early Education and Care Centre","ERSKINEVILLE NSW 2043","Vacancy","2043","Sydney"
"2303","Greenwood Waterloo","WATERLOO NSW 2017","Vacancy","2017","Sydney"
"2304","Whoosh Care Glebe","GLEBE NSW 2037","No Vacancy","2037","Sydney"
"2305","Gowrie NSW Erskineville Outside School Hours Care","ERSKINEVILLE NSW 2043","Vacancy","2043","Sydney"
"2306","Mini Masterminds Erskineville","ERSKINEVILLE NSW 2043","Vacancy","2043","Sydney"
"2307","East Sydney Early Learning","DARLINGHURST NSW 2010","Vacancy","2010","Sydney"
"2308","Genius Learning - Pyrmont 2","PYRMONT NSW 2009","Vacancy","2009","Sydney"
"2309","FLASCA","FOREST LODGE NSW 2037","Vacancy","2037","Sydney"
"2310","Camperdown Child Care and Pre-School","CAMPERDOWN NSW 2050","Vacancy","2050","Sydney"
"2311","Active Kids Moore Park","ZETLAND NSW 2017","Vacancy","2017","Sydney"
"2312","SDN Linthorpe Street Children's Education & Care Centre","NEWTOWN NSW 2042","No Vacancy","2042","Inner West"
"2313","The Tree House","SYDNEY NSW 2000","Vacancy","2000","Sydney"
"2314","The Montessori Preschool & LDC of Sydney PTY LTD","ZETLAND NSW 2017","Vacancy","2017","Sydney"
"2315","Victoria Park Montessori Academy","ZETLAND NSW 2017","Vacancy","2017","Sydney"
"2316","SCEGGS Darlinghurst","DARLINGHURST NSW 2010","No Vacancy","2010","Sydney"
"2317","KU Phillip Park Children's Centre","SYDNEY NSW 2011","Vacancy","2011","Sydney"
"2318","Kira Child Care Centre","PADDINGTON NSW 2021","Vacancy","2021","Woollahra"
"2319","Waranara Early Education Centre","ZETLAND NSW 2017","Vacancy","2017","Sydney"
"2320","Kensington Kids Kingdom Early Learning Centre","KENSINGTON NSW 2033","No Vacancy","2033","Randwick"
"2321","Goodstart Early Learning Kensington","KENSINGTON NSW 2033","Vacancy","2033","Randwick"
"2322","Darlo Play Centre","DARLINGHURST NSW 2010","No Vacancy","2010","Sydney"
"2323","Australia Street Infants School Preschool","NEWTOWN NSW 2042",NA,"2042","Inner West"
"2324","KU Maybanke Preschool","PYRMONT NSW 2009","Vacancy","2009","Sydney"
"2325","Yarrunda Temorah - Australia Street Outside School Hours Care","NEWTOWN NSW 2042","Vacancy","2042","Inner West"
"2326","Newtown Kids Cottage","NEWTOWN NSW 2042","No Vacancy","2042","Inner West"
"2327","THRIVE ELC PYRMONT PTY LTD","PYRMONT NSW 2009","No Vacancy","2009","Sydney"
"2328","Lion Education","SYDNEY NSW 2000","Vacancy","2000","Sydney"
"2329","Lighthouse ELC on Kent","SYDNEY NSW 2000","Vacancy","2000","Sydney"
"2330","Zetland Children's Early Learning Centre Pty Ltd","ZETLAND NSW 2017","Vacancy","2017","Sydney"
"2331","Camperdown Sunshine Kids","CAMPERDOWN NSW 2050","Vacancy","2050","Sydney"
"2332","FROEBEL Alexandria","ALEXANDRIA NSW 2015","Vacancy","2015","Sydney"
"2333","Huntley Street Early Learning","ALEXANDRIA NSW 2015","Vacancy","2015","Sydney"
"2334","SDN Paddington Children's Education and Care Centre","PADDINGTON NSW 2021","No Vacancy","2021","Woollahra"
"2335","Kinda-Mindi Early Learning Centre, Alexandria","ALEXANDRIA NSW 2015","Vacancy","2015","Sydney"
"2336","Barangaroo Montessori Academy","SYDNEY NSW 2000","Vacancy","2000","Sydney"
"2337","Plunkett Street Public School Preschool","WOOLLOOMOOLOO NSW 2011",NA,"2011","Sydney"
"2338","SDN Pyrmont Children's Education and Care Centre","PYRMONT NSW 2009","No Vacancy","2009","Sydney"
"2339","Kensington Castle Early Education Centre","KENSINGTON NSW 2033","No Vacancy","2033","Randwick"
"2340","SDN Woolloomooloo Children's Education and Care Centre","WOOLLOOMOOLOO NSW 2011","No Vacancy","2011","Sydney"
"2341","Leap Early Learning Camperdown","CAMPERDOWN NSW 2050","Vacancy","2050","Sydney"
"2342","Story House Early Learning Alexandria","ALEXANDRIA NSW 2015","Vacancy","2015","Sydney"
"2343","Only About Children Barangaroo South","SYDNEY NSW 2000","No Vacancy","2000","Sydney"
"2344","Bambini's 2 Child Care Centre","CENTENNIAL PARK NSW 2021","No Vacancy","2021","Woollahra"
"2345","Bambini's Child Care Centre","CENTENNIAL PARK NSW 2021","No Vacancy","2021","Woollahra"
"2346","Explore And Develop Annandale","ANNANDALE NSW 2038","No Vacancy","2038","Inner West"
"2347","Wee Wonders Childcare Centre","KENSINGTON NSW 2033","Vacancy","2033","Randwick"
"2348","Explore & Develop Castlereagh Street, Sydney","SYDNEY NSW 2000","No Vacancy","2000","Sydney"
"2349","Only About Children Alexandria","ALEXANDRIA NSW 2015","No Vacancy","2015","Sydney"
"2350","Guardian Childcare & Education Camperdown","CAMPERDOWN NSW 2050","No Vacancy","2050","Sydney"
"2351","Kids Club Clarence Street","SYDNEY NSW 2000","No Vacancy","2000","Sydney"
"2352","Paddington Children's Centre","PADDINGTON NSW 2021","Vacancy","2021","Woollahra"
"2353","Learn & Laugh","ROSEBERY NSW 2018","No Vacancy","2018","Sydney"
"2354","KU - Peter Pan Paddington Pre-School","PADDINGTON NSW 2021",NA,"2021","Woollahra"
"2355","Genius Learning Pyrmont","PYRMONT NSW 2009","No Vacancy","2009","Sydney"
"2356","Guardian Childcare & Education Phillip Street","SYDNEY NSW 2000","Vacancy","2000","Sydney"
"2357","Little Bees Childcare Rosebery","ROSEBERY NSW 2018","No Vacancy","2018","Sydney"
"2358","Paddington Out of School Care Inc","PADDINGTON NSW 2021","No Vacancy","2021","Woollahra"
"2359","The Green Elephant Early Learning Centre Beaconsfield","BEACONSFIELD NSW 2015","No Vacancy","2015","Sydney"
"2360","St Francis Regional Leisure Centre","PADDINGTON NSW 2021","No Vacancy","2021","Woollahra"
"2361","Guardian Childcare & Education Margaret Street","SYDNEY NSW 2000","Vacancy","2000","Sydney"
"2362","Gumnut Gardens","PADDINGTON NSW 2021","No Vacancy","2021","Woollahra"
"2363","Woolloomooloo Outside School Hours Care","WOOLLOOMOOLOO NSW 2011","No Vacancy","2011","Sydney"
"2364","The Learning Sanctuary Sydney","SYDNEY NSW 2000","Vacancy","2000","Sydney"
"2365","Hilda Booler Extended Hours PreSchool","GLEBE NSW 2037",NA,"2037","Sydney"
"2366","Guardian Childcare & Education Barangaroo","BARANGAROO NSW 2000","Vacancy","2000","Sydney"
"2367","The Cottage OSHC","PADDINGTON NSW 2021","No Vacancy","2021","Woollahra"
"2368","Active Kids Pre School Centre of Excellence Pty Ltd (Newtown)","NEWTOWN NSW 2042","Vacancy","2042","Inner West"
"2369","Sydney Grammar School (Edgecliff) OSHC - Extend","PADDINGTON NSW 2021","No Vacancy","2021","Woollahra"
"2370","Squiggler Academy Kensington OOSH","KENSINGTON NSW 2033","No Vacancy","2033","Randwick"
"2371","Annandale Early Learning Centre","ANNANDALE NSW 2038","No Vacancy","2038","Inner West"
"2372","The Crescent Early Learning","ANNANDALE NSW 2038","Vacancy","2038","Inner West"
"2373","Jenny's Kindergarten - Stanmore","STANMORE NSW 2048","No Vacancy","2048","Inner West"
"2374","Papilio Early Learning Rosebery","ROSEBERY NSW 2018","No Vacancy","2018","Sydney"
"2375","St Brendan’s OSHClub","ANNANDALE NSW 2038","Vacancy","2038","Inner West"
"2376","Stanmore Kindergarten","STANMORE NSW 2048","Vacancy","2048","Inner West"
"2377","KU - Rushcutters Bay Preschool","RUSHCUTTERS BAY NSW 2011",NA,"2011","Sydney"
"2378","Whoosh Care Annandale Community Centre","ANNANDALE NSW 2038","No Vacancy","2038","Inner West"
"2379","MindChamps Early Learning @ Annandale","ANNANDALE NSW 2038","No Vacancy","2038","Inner West"
"2380","The Green Elephant Early Learning Centre","ROSEBERY NSW 2018","Vacancy","2018","Sydney"
"2381","Annandale North Out of School Hours Care Association","ANNANDALE NSW 2038","No Vacancy","2038","Inner West"
"2382","Playbright Rosebery","ROSEBERY NSW 2018","Vacancy","2018","Sydney"
"2383","Dubbo Early Learning Centre","DUBBO NSW 2830","No Vacancy","2830","Dubbo Regional"
"2384","Imagine Childcare and Preschool Blueridge Park","DUBBO NSW 2830","Vacancy","2830","Dubbo Regional"
"2385","St John's After School Care","DUBBO NSW 2830","No Vacancy","2830","Dubbo Regional"
"2386","Laugh Love Learn","WELLINGTON NSW 2820","No Vacancy","2820","Dubbo Regional"
"2387","Dubbo Christian Preschool","DUBBO NSW 2830",NA,"2830","Dubbo Regional"
"2388","Peppercorn Child Care Centre (Dubbo)","DUBBO NSW 2830","Vacancy","2830","Dubbo Regional"
"2389","Nanima Preschool (Wellington)","WELLINGTON NSW 2820",NA,"2820","Dubbo Regional"
"2390","East Dubbo After School and Vacation Care","DUBBO NSW 2830","Vacancy","2830","Dubbo Regional"
"2391","Insight Early Learning Southlakes Dubbo","DUBBO NSW 2830","No Vacancy","2830","Dubbo Regional"
"2392","Maranatha Gunyah Intergenerational Learning Centre","WELLINGTON NSW 2820","Vacancy","2820","Dubbo Regional"
"2393","Wellington Public School Parents and Citizens Association","WELLINGTON NSW 2820","Vacancy","2820","Dubbo Regional"
"2394","Buninyong Preschool","DUBBO NSW 2830",NA,"2830","Dubbo Regional"
"2395","Goodstart Early Learning Dubbo - Wheelers Lane","DUBBO NSW 2830","Vacancy","2830","Dubbo Regional"
"2396","Little Learners Long Day Care and Preschool","DUBBO NSW 2830","No Vacancy","2830","Dubbo Regional"
"2397","Wellington Public School Preschool","WELLINGTON NSW 2820",NA,"2820","Dubbo Regional"
"2398","Orana Heights After School Care","DUBBO NSW 2830","Vacancy","2830","Dubbo Regional"
"2399","Hawthorn Street Early Learning Centre Pty Ltd","DUBBO NSW 2830","No Vacancy","2830","Dubbo Regional"
"2400","Wellington Community Children's Centre","WELLINGTON NSW 2820",NA,"2820","Dubbo Regional"
"2401","Dubbo & District Preschool Kindergarten","DUBBO NSW 2830",NA,"2830","Dubbo Regional"
"2402","Goodstart Early Learning Dubbo - Cobra Street","DUBBO NSW 2830","Vacancy","2830","Dubbo Regional"
"2403","Playmates Cottage Childcare Centre","DUBBO NSW 2830","Vacancy","2830","Dubbo Regional"
"2404","Community Kids Dubbo Early Education Centre","DUBBO NSW 2830","No Vacancy","2830","Dubbo Regional"
"2405","St Laurence's After School Care","DUBBO NSW 2830","Vacancy","2830","Dubbo Regional"
"2406","Red Gum Child Care Centre Dubbo","DUBBO NSW 2830","Vacancy","2830","Dubbo Regional"
"2407","North Dubbo Before and After School Care","DUBBO NSW 2830","Vacancy","2830","Dubbo Regional"
"2408","South Dubbo After School and Vacation Care","DUBBO NSW 2830","Vacancy","2830","Dubbo Regional"
"2409","Multi-Purpose Allira Gathering Association Incorporated T/as Allira MACS Childcare","DUBBO NSW 2830","Vacancy","2830","Dubbo Regional"
"2410","Stepping Stones Early Learning Centre Dubbo","DUBBO NSW 2830","No Vacancy","2830","Dubbo Regional"
"2411","Dubbo Family Day Care","DUBBO NSW 2830","No Vacancy","2830","Dubbo Regional"
