"","geography","month","vacancy_rate"
"1","Bathurst","2021-02",1.28566011159868
"2","Bathurst","2021-03",1.41908376253727
"3","Bathurst","2021-04",1.21164121619789
"4","Bathurst","2021-05",1.19361580847425
"5","Bathurst","2021-06",1.17533948940793
"6","Bathurst","2021-07",0.682974559686888
"7","Bathurst","2021-08",0.588452856870904
"8","Bathurst","2021-09",0.531809523809524
"9","Bathurst","2021-10",0.646261096890147
"10","Bathurst","2021-11",0.836816435519468
"11","Bathurst","2021-12",0.780356120306492
"12","Bathurst","2022-01",0.647495361781076
"13","Bathurst","2022-02",0.705166011358671
"14","Bathurst","2022-03",0.533945305029642
"15","Bathurst","2022-04",0.477101845522898
"16","Bathurst","2022-05",0.687421349236746
"17","Bathurst","2022-06",0.783496687291245
"18","Bathurst","2022-07",0.783947404465142
"19","Bathurst","2022-08",0.593195712366697
"20","Bathurst","2022-09",0.536098310291858
"21","Bathurst","2022-10",0.708960140551224
"22","Bathurst","2022-11",0.594336254017085
"23","Bathurst","2022-12",1.36226944116111
"24","Bathurst","2023-01",1.17107651686011
"25","Bathurst","2023-02",1.07591522157996
"26","Bathurst","2023-03",1.09576138147567
"27","Bathurst","2023-04",1.09576138147567
"28","Blayney","2021-02",0.867080745341614
"29","Blayney","2021-03",2.42877061935885
"30","Blayney","2021-04",2.21200249532127
"31","Blayney","2021-05",5.33346915311913
"32","Blayney","2021-06",2.54609348044797
"33","Blayney","2021-07",3.3185083921926
"34","Blayney","2021-08",2.77053303839018
"35","Blayney","2021-09",2.71249213341724
"36","Blayney","2021-10",2.82230962869729
"37","Blayney","2021-11",3.15321665089877
"38","Blayney","2021-12",1.23376410544552
"39","Blayney","2022-01",0.793284177430519
"40","Blayney","2022-02",0.442191954387076
"41","Blayney","2022-03",0.442191954387076
"42","Blayney","2022-04",0.802731356693621
"43","Blayney","2022-05",0.666242443525294
"44","Blayney","2022-06",0.667729591836735
"45","Blayney","2022-07",1.33844678811122
"46","Blayney","2022-08",2.57158690356198
"47","Blayney","2022-09",3.23839254915488
"48","Blayney","2022-10",5.14285544896052
"49","Blayney","2022-11",6.22560737573525
"50","Blayney","2022-12",5.32514444744585
"51","Blayney","2023-01",8.10911729502148
"52","Blayney","2023-02",3.50991039622927
"53","Blayney","2023-03",3.16507410693746
"54","Blayney","2023-04",3.16507410693746
"55","Cabonne","2021-02",0.969704279460377
"56","Cabonne","2021-03",0.39516993349746
"57","Cabonne","2021-04",0.800593831645472
"58","Cabonne","2021-05",1.38107149474576
"59","Cabonne","2021-06",0.389508928571429
"60","Cabonne","2021-07",0.782072829131653
"61","Cabonne","2021-08",0.608330466956093
"62","Cabonne","2021-09",0.609106308711052
"63","Cabonne","2021-10",0.404721916429089
"64","Cabonne","2021-11",1.98161097108166
"65","Cabonne","2021-12",1.35473306800014
"66","Cabonne","2022-01",1.35696962691434
"67","Cabonne","2022-02",1.37966476913346
"68","Cabonne","2022-03",1.17944181721271
"69","Cabonne","2022-04",1.58314337880901
"70","Cabonne","2022-05",0.413930392330558
"71","Cabonne","2022-06",1.34886338730021
"72","Cabonne","2022-07",1.55079675333774
"73","Cabonne","2022-08",1.78136540661417
"74","Cabonne","2022-09",1.93009382961536
"75","Cabonne","2022-10",1.43705683582257
"76","Cabonne","2022-11",0.845279146141215
"77","Cabonne","2022-12",2.21934980407784
"78","Cabonne","2023-01",2.51988663333201
"79","Cabonne","2023-02",1.91818895302672
"80","Cabonne","2023-03",2.87176150626769
"81","Cabonne","2023-04",2.87176150626769
"82","Cowra","2021-02",3.08498905198281
"83","Cowra","2021-03",3.08570036201615
"84","Cowra","2021-04",0.539829853054911
"85","Cowra","2021-05",0.386190107336506
"86","Cowra","2021-06",0.618862905907127
"87","Cowra","2021-07",1.00721500721501
"88","Cowra","2021-08",0.620789327404113
"89","Cowra","2021-09",0.466317781984188
"90","Cowra","2021-10",0.155681944909111
"91","Cowra","2021-11",0.467776164414163
"92","Cowra","2021-12",0.468508781742925
"93","Cowra","2022-01",0.626149360843239
"94","Cowra","2022-02",0.313566936208445
"95","Cowra","2022-03",0.1570303712036
"96","Cowra","2022-04",0.314556106354213
"97","Cowra","2022-05",0.472579553148273
"98","Cowra","2022-06",0.394439421338156
"99","Cowra","2022-07",0.63210323749151
"100","Cowra","2022-08",1.75321821036107
"101","Cowra","2022-09",0.872599158995341
"102","Cowra","2022-10",2.89012521343199
"103","Cowra","2022-11",0.95496522631399
"104","Cowra","2022-12",0.956491949297705
"105","Cowra","2023-01",0.798352968088756
"106","Cowra","2023-02",0.959560087066101
"107","Cowra","2023-03",0.560642570281124
"108","Cowra","2023-04",0.560642570281124
"109","Forbes","2021-02",0.83559457302474
"110","Forbes","2021-03",0.930170575692964
"111","Forbes","2021-04",0.83871829105474
"112","Forbes","2021-05",1.30711610486891
"113","Forbes","2021-06",0.936284372904091
"114","Forbes","2021-07",0.656632173095014
"115","Forbes","2021-08",0.751851353170863
"116","Forbes","2021-09",0.564953460137596
"117","Forbes","2021-10",0.943370725773753
"118","Forbes","2021-11",1.04066142586067
"119","Forbes","2021-12",0.947854426941879
"120","Forbes","2022-01",0.759727891156462
"121","Forbes","2022-02",0.666030534351145
"122","Forbes","2022-03",0.954203691045796
"123","Forbes","2022-04",0.669223394055609
"124","Forbes","2022-05",0.287361053931659
"125","Forbes","2022-06",0.479857005362299
"126","Forbes","2022-07",0.576938972310236
"127","Forbes","2022-08",0.964354794142028
"128","Forbes","2022-09",0.772978959025471
"129","Forbes","2022-10",0.774479889042996
"130","Forbes","2022-11",0.872984991662034
"131","Forbes","2022-12",0.680311890838206
"132","Forbes","2023-01",0.779779360424522
"133","Forbes","2023-02",1.26962361830138
"134","Forbes","2023-03",0.587130239730828
"135","Forbes","2023-04",0.587130239730828
"136","Lachlan","2021-02",0.474829931972789
"137","Lachlan","2021-03",0.478245974648852
"138","Lachlan","2021-04",0.481711525189786
"139","Lachlan","2021-05",0.481711525189786
"140","Lachlan","2021-06",0.484049930651872
"141","Lachlan","2021-07",0.731400628711142
"142","Lachlan","2021-08",0.245601688951443
"143","Lachlan","2021-09",0.245601688951443
"144","Lachlan","2021-10",0.247429989365473
"145","Lachlan","2021-12",2.3911663216011
"146","Lachlan","2022-01",2.44062717770035
"147","Lachlan","2022-02",0.25244122965642
"148","Lachlan","2022-04",0.769004774146162
"149","Lachlan","2022-05",0.769004774146162
"150","Lachlan","2022-06",1.03330866025167
"151","Lachlan","2022-07",0.520701230883999
"152","Lachlan","2022-08",0.261717285339333
"153","Lachlan","2022-09",0.261717285339333
"154","Lachlan","2022-10",1.31897203325775
"155","Lachlan","2022-11",1.32952380952381
"156","Lachlan","2022-12",0.804147465437788
"157","Lachlan","2023-01",0.804147465437788
"158","Lachlan","2023-02",0.54045683313976
"159","Lachlan","2023-03",0.544886807181889
"160","Lachlan","2023-04",0.544886807181889
"161","Lithgow","2021-02",1.3144086425303
"162","Lithgow","2021-03",1.02965025905529
"163","Lithgow","2021-04",0.939467704921469
"164","Lithgow","2021-05",1.13282921698763
"165","Lithgow","2021-06",1.10591849413435
"166","Lithgow","2021-07",0.78709372076719
"167","Lithgow","2021-08",0.595050897537085
"168","Lithgow","2021-09",0.938625092087036
"169","Lithgow","2021-10",0.979168021404311
"170","Lithgow","2021-11",0.853682978927753
"171","Lithgow","2021-12",0.927771023954148
"172","Lithgow","2022-01",0.593586962288464
"173","Lithgow","2022-02",1.13639288335959
"174","Lithgow","2022-03",0.9249027517691
"175","Lithgow","2022-04",1.43755152640289
"176","Lithgow","2022-05",0.568941971693136
"177","Lithgow","2022-06",0.625321560565722
"178","Lithgow","2022-07",0.823420504459311
"179","Lithgow","2022-08",0.996048376586352
"180","Lithgow","2022-09",1.16508600214878
"181","Lithgow","2022-10",1.10968660241402
"182","Lithgow","2022-11",1.25149738571183
"183","Lithgow","2022-12",2.49913788390569
"184","Lithgow","2023-01",2.03278125720826
"185","Lithgow","2023-02",1.71253392399295
"186","Lithgow","2023-03",1.38030489434746
"187","Lithgow","2023-04",1.38030489434746
"188","Mid-Western","2021-02",0.972499143904037
"189","Mid-Western","2021-03",1.49487497125744
"190","Mid-Western","2021-04",1.11406679145596
"191","Mid-Western","2021-05",1.1444598023586
"192","Mid-Western","2021-06",1.27704708788706
"193","Mid-Western","2021-07",1.47453528575785
"194","Mid-Western","2021-08",1.70046954713365
"195","Mid-Western","2021-09",2.3854550040837
"196","Mid-Western","2021-10",2.09762585442433
"197","Mid-Western","2021-11",1.61809658295862
"198","Mid-Western","2021-12",1.35217675197321
"199","Mid-Western","2022-01",1.81158737470729
"200","Mid-Western","2022-02",1.51660764256439
"201","Mid-Western","2022-03",1.07574018633527
"202","Mid-Western","2022-04",1.05737413333905
"203","Mid-Western","2022-05",1.13154667209051
"204","Mid-Western","2022-06",1.23427087119835
"205","Mid-Western","2022-07",1.19522827041696
"206","Mid-Western","2022-08",1.68869815459512
"207","Mid-Western","2022-09",1.45345523096017
"208","Mid-Western","2022-10",1.56705916128109
"209","Mid-Western","2022-11",1.64157968579927
"210","Mid-Western","2022-12",2.09138851611623
"211","Mid-Western","2023-01",2.67828517109093
"212","Mid-Western","2023-02",2.43441087480234
"213","Mid-Western","2023-03",2.41047658820513
"214","Mid-Western","2023-04",2.41047658820513
"215","Oberon","2021-02",0.86896981014628
"216","Oberon","2021-03",1.74173424828446
"217","Oberon","2021-04",0.654579556111287
"218","Oberon","2021-05",0.657456828885399
"219","Oberon","2021-06",0.439269981120203
"220","Oberon","2021-07",0.660359508041629
"221","Oberon","2021-08",0.88242730720607
"222","Oberon","2021-09",0.884383908774152
"223","Oberon","2021-10",1.32952380952381
"224","Oberon","2021-11",1.11040407254216
